nomor,word,frekuensi,ln
286,parahh,3,-8.405 
287,koment,3,-8.405 
288,tuing,8,-7.594 
289,sacha,3,-8.405 
290,bicara,11,-7.306 
291,yoora,3,-8.405 
292,indra,4,-8.182 
293,gratis,7,-7.711 
294,beres,4,-8.182 
295,forum,3,-8.405 
296,grat,10,-7.393 
297,alquran,3,-8.405 
298,minum,13,-7.152 
299,go,6,-7.845 
300,putusin,4,-8.182 
301,ujung,6,-7.845 
302,sdh,4,-8.182 
303,dn,10,-7.393 
304,tutup,26,-6.495 
305,ajak,5,-7.999 
306,ancur,10,-7.393 
307,sekolah,13,-7.152 
308,cindy,4,-8.182 
309,mag,5,-7.999 
310,coba,23,-6.613 
311,songong,10,-7.393 
312,klau,5,-7.999 
313,kardus,5,-7.999 
314,rb,9,-7.488 
315,bodo,13,-7.152 
316,huhuhu,4,-8.182 
317,andreas,7,-7.711 
318,backsound,3,-8.405 
319,marion,15,-7.018 
320,cina,6,-7.845 
321,lighstick,5,-7.999 
322,paha,3,-8.405 
323,mall,8,-7.594 
324,dehhh,4,-8.182 
325,hiya,3,-8.405 
326,thailand,14,-7.083 
327,cebok,11,-7.306 
328,normal,4,-8.182 
329,jiji,8,-7.594 
330,mirip,26,-6.495 
331,full,3,-8.405 
332,bacot,14,-7.083 
333,untung,11,-7.306 
334,tengah,17,-6.901 
335,inti,6,-7.845 
336,berat,9,-7.488 
337,gempa,11,-7.306 
338,rakus,173,-4.632 
339,saranin,4,-8.182 
340,bintang,4,-8.182 
341,selingkuh,4,-8.182 
342,jendela,3,-8.405 
343,hp,11,-7.306 
344,maaf,43,-6.007 
345,senyum,3,-8.405 
346,ngomong,84,-5.348 
347,yuk,6,-7.845 
348,pilot,6,-7.845 
349,kosan,6,-7.845 
350,rakyat,3,-8.405 
351,obat,5,-7.999 
352,pecah,7,-7.711 
353,kawasaki,3,-8.405 
354,klik,4,-8.182 
355,fix,5,-7.999 
356,mual,4,-8.182 
357,pk,9,-7.488 
358,baget,7,-7.711 
359,deadpool,4,-8.182 
360,hadeh,4,-8.182 
361,bangsa,5,-7.999 
362,bahagia,3,-8.405 
363,back,3,-8.405 
364,cadar,3,-8.405 
365,kemal,58,-5.713 
366,injak,11,-7.306 
367,geblek,6,-7.845 
368,beby,6,-7.845 
369,kemaren,9,-7.488 
370,bangettttttt,3,-8.405 
371,jomblo,37,-6.153 
372,kaku,7,-7.711 
373,kai,3,-8.405 
374,ayah,3,-8.405 
375,max,3,-8.405 
376,bini,8,-7.594 
377,manja,4,-8.182 
378,kurus,69,-5.542 
379,doank,5,-7.999 
380,jabat,4,-8.182 
381,indira,69,-5.542 
382,alias,4,-8.182 
383,busuk,6,-7.845 
384,indonesia,54,-5.784 
385,baca,10,-7.393 
386,bingung,4,-8.182 
387,bareng,7,-7.711 
388,pelit,8,-7.594 
389,egois,4,-8.182 
390,detail,5,-7.999 
391,bawah,14,-7.083 
392,haram,21,-6.700 
393,warna,9,-7.488 
394,ketemu,12,-7.226 
395,gombalin,4,-8.182 
396,nyanyi,18,-6.847 
397,cerah,3,-8.405 
398,power,3,-8.405 
399,adat,5,-7.999 
400,neraka,4,-8.182 
401,jkt,5,-7.999 
402,mikir,4,-8.182 
403,hancur,8,-7.594 
404,berak,7,-7.711 
405,jujur,9,-7.488 
406,swallow,6,-7.845 
407,sedekah,4,-8.182 
408,kalajengking,23,-6.613 
409,design,3,-8.405 
410,kursi,5,-7.999 
411,segitu,12,-7.226 
412,toketnya,10,-7.393 
413,nahan,9,-7.488 
414,sesak,9,-7.488 
415,bugil,3,-8.405 
416,hebat,3,-8.405 
417,rakuss,3,-8.405 
418,bumbu,4,-8.182 
419,wajah,10,-7.393 
420,tahun,11,-7.306 
421,kzl,3,-8.405 
422,bos,6,-7.845 
423,kagak,15,-7.018 
424,curang,19,-6.795 
425,tolong,9,-7.488 
426,beda,29,-6.390 
427,congok,3,-8.405 
428,bocah,25,-6.533 
429,rokok,15,-7.018 
430,salfok,4,-8.182 
431,sabar,4,-8.182 
432,sumpek,6,-7.845 
