nomor,word,frekuensi,ln
136,cucu,5,-8.465 
137,kkkk,6,-8.311 
138,laris,4,-8.648 
139,balas,7,-8.178 
140,adat,3,-8.871 
141,luka,7,-8.178 
142,ngos,4,-8.648 
143,grat,12,-7.692 
144,tuhhh,3,-8.871 
145,maaf,32,-6.761 
146,iqbaal,22,-7.122 
147,garem,3,-8.871 
148,begadang,9,-7.955 
149,dateng,6,-8.311 
150,exo,18,-7.313 
151,tampil,3,-8.871 
152,dll,10,-7.859 
153,gd,3,-8.871 
154,beasiswa,4,-8.648 
155,sumpah,85,-5.803 
156,alm,3,-8.871 
157,didik,3,-8.871 
158,nontn,3,-8.871 
159,capt,56,-6.214 
160,milik,11,-7.772 
161,kemeja,4,-8.648 
162,komen,46,-6.407 
163,pisah,11,-7.772 
164,anjir,22,-7.122 
165,kembali,12,-7.692 
166,dasar,4,-8.648 
167,hijab,19,-7.261 
168,sy,21,-7.166 
169,beliau,24,-7.038 
170,merinding,14,-7.549 
171,depe,3,-8.871 
172,sakit,44,-6.450 
173,napas,4,-8.648 
174,indonesia,191,-5.000 
175,bumbu,3,-8.871 
176,dokter,51,-6.306 
177,bandung,15,-7.485 
178,seruuu,6,-8.311 
179,butuh,8,-8.060 
180,jabat,3,-8.871 
181,menang,9,-7.955 
182,cina,4,-8.648 
183,malang,8,-8.060 
