nomor,word,frekuensi,ln
1673,ngmg,3,-8.804024902413179
1674,iiiiii,3,-8.804024902413179
1675,hari,49,-6.278296258104924
1676,ingat,14,-7.48226906243086
1677,kanker,3,-8.804024902413179
1678,sepi,4,-8.58088135109897
1679,gili,3,-8.804024902413179
1680,sub,3,-8.804024902413179
1681,salshabilla,3,-8.804024902413179
1682,damai,32,-6.69381170206659
1683,kmna,6,-8.244409114477756
1684,sholat,8,-7.993094686196851
1685,dunia,33,-6.663958738916909
1686,gokil,29,-6.789121881870915
1687,ceria,15,-7.417730541293289
1688,salsha,16,-7.3571059194768536
1689,bgttt,5,-8.398559794305015
1690,akhirat,6,-8.244409114477756
1691,tanboykun,5,-8.398559794305015
1692,perintah,8,-7.993094686196851
1693,abang,52,-6.220027349980948
1694,cari,21,-7.0992768101747545
1695,pedas,14,-7.48226906243086
1696,merdu,4,-8.58088135109897
1697,opening,9,-7.887734170539025
1698,pkai,3,-8.804024902413179
1699,facial,9,-7.887734170539025
1700,bkn,6,-8.244409114477756
1701,rela,8,-7.993094686196851
1702,dmna,10,-7.7924239907347
1703,motor,5,-8.398559794305015
1704,masukin,4,-8.58088135109897
1705,sisi,4,-8.58088135109897
1706,isyarat,3,-8.804024902413179
1707,edho,27,-6.858114753357866
1708,feli,28,-6.823023433546596
1709,vino,4,-8.58088135109897
1710,imbang,4,-8.58088135109897
1711,sayur,3,-8.804024902413179
1712,kuat,40,-6.476747196828763
1713,pergi,29,-6.789121881870915
1714,ngedekor,3,-8.804024902413179
1715,cantika,3,-8.804024902413179
1716,nyobain,5,-8.398559794305015
1717,ttep,3,-8.804024902413179
1718,mkanan,4,-8.58088135109897
1719,low,3,-8.804024902413179
1720,ibadah,10,-7.7924239907347
1721,kuota,5,-8.398559794305015
1722,dance,7,-8.110877721853234
1723,farras,3,-8.804024902413179
1724,mahasiswa,5,-8.398559794305015
1725,box,5,-8.398559794305015
1726,tunggu,43,-6.406129629614809
1727,cipta,7,-8.110877721853234
1728,doang,21,-7.0992768101747545
1729,bs,17,-7.299947505636905
1730,sukaaaa,4,-8.58088135109897
1731,normal,4,-8.58088135109897
1732,stress,6,-8.244409114477756
1733,bryan,14,-7.48226906243086
1734,michelle,8,-7.993094686196851
1735,netijen,3,-8.804024902413179
1736,well,5,-8.398559794305015
1737,kelak,5,-8.398559794305015
1738,denger,23,-7.012265433185124
1739,guling,6,-8.244409114477756
1740,kepala,5,-8.398559794305015
1741,jirayut,3,-8.804024902413179
1742,download,3,-8.804024902413179
1743,tusuk,3,-8.804024902413179
1744,rendah,3,-8.804024902413179
1745,michi,5,-8.398559794305015
1746,skg,4,-8.58088135109897
1747,salut,25,-6.932222725511588
1748,makeup,9,-7.887734170539025
1749,orng,6,-8.244409114477756
1750,kedikit,6,-8.244409114477756
1751,bakti,3,-8.804024902413179
1752,kakau,10,-7.7924239907347
1753,nyanyiin,13,-7.551261933917812
1754,tipsnya,4,-8.58088135109897
