nomor,word,frekuensi,ln
569,eyang,9,-7.223
570,diwc,90,-5.015
571,yahhh,7,-7.446
572,rebus,5,-7.734
573,ngorbanin,9,-7.223
574,aata,6,-7.579
575,ngelirik,5,-7.734
576,scr,8,-7.328
577,mnjadi,14,-6.817
578,pra,7,-7.446
579,top,13,-6.886
580,cumanbilang,7,-7.446
581,banjir,7,-7.446
582,gktaunamacowoknyapasanganfelito,33,-5.999
583,mesjid,4,-7.916
584,curang,17,-6.635
585,akward,18,-6.581
586,bilas,45,-5.697
587,hibur,4,-7.916
588,tot,23,-6.347
589,percaya,5,-7.734
590,ngejoke,5,-7.734
591,allhamdulilah,4,-7.916
592,monddy,32,-6.029
593,auto,7,-7.446
594,claustrophobia,11,-7.040
595,dagang,5,-7.734
596,realita,5,-7.734
597,cirit,31,-6.060
598,prefer,21,-6.434
599,responnn,4,-7.916
600,duduk,20,-6.481
601,akutuh,8,-7.328
602,uban,4,-7.916
603,chuby,17,-6.635
604,apasih,7,-7.446
605,gembul,33,-5.999
606,putu,9,-7.223
607,gotik,5,-7.734
608,diajarin,13,-6.886
609,hajar,12,-6.960
610,ngelotot,4,-7.916
611,otong,5,-7.734
612,taraweh,4,-7.916
613,sabotage,4,-7.916
614,asap,5,-7.734
615,masha,4,-7.916
616,istiqlalia,6,-7.579
617,jaman,5,-7.734
618,hindia,11,-7.040
619,belah,5,-7.734
620,wkwkwkwkwiw,8,-7.328
621,serius,4,-7.916
622,dksh,8,-7.328
623,bangettttttttttttttttttt,7,-7.446
624,atoen,4,-7.916
625,ea,6,-7.579
626,kemendel,6,-7.579
627,gimane,69,-5.277
628,bandung,8,-7.328
629,sibuk,8,-7.328
630,asalamualaikum,39,-5.836
631,ajah,5,-7.734
632,pipina,4,-7.916
633,yong,76,-5.182
634,cadar,7,-7.446
635,nyoman,11,-7.040
636,merah,29,-6.124
637,pancake,11,-7.040
638,kayangan,10,-7.127
639,scandal,4,-7.916
640,mycheleren,4,-7.916
641,stik,14,-6.817
642,ketuk,4,-7.916
643,makeup,17,-6.635
644,kuattt,8,-7.328
645,arta,15,-6.753
646,subtitle,29,-6.124
647,sebluamnya,28,-6.158
648,tembus,4,-7.916
649,beliiiiii,7,-7.446
650,kepedesannya,32,-6.029
651,bulan,5,-7.734
652,ngumpet,9,-7.223
653,bget,13,-6.886
654,dipamerin,4,-7.916
655,sadare,7,-7.446
656,suaminy,5,-7.734
657,govlok,158,-4.456
658,ginting,13,-6.886
659,jijigua,7,-7.446
660,corshair,4,-7.916
661,lebaran,17,-6.635
662,kosong,4,-7.916
663,mawaddah,4,-7.916
664,mengrogotti,5,-7.734
665,batrenya,4,-7.916
666,smoga,10,-7.127
667,wijaya,15,-6.753
668,tembem,5,-7.734
669,okb,18,-6.581
670,kren,6,-7.579
671,geoffrey,88,-5.037
672,acak,38,-5.862
673,wqwqwq,6,-7.579
674,icha,6,-7.579
675,ratus,5,-7.734
676,gempaaaa,7,-7.446
677,cowonya,7,-7.446
678,kbanyakan,5,-7.734
679,agresif,5,-7.734
680,kbnykan,7,-7.446
681,rumahn,8,-7.328
682,bedebah,4,-7.916
683,objek,8,-7.328
684,gada,4,-7.916
685,oya,8,-7.328
686,wahhhhh,10,-7.127
687,dtik,5,-7.734
688,kleng,31,-6.060
689,gol,14,-6.817
690,telapak,6,-7.579
691,sempet,4,-7.916
692,woi,4,-7.916
693,gubernur,4,-7.916
694,ngetuk,30,-6.091
695,well,16,-6.692
696,donald,12,-6.960
697,esya,12,-6.960
698,nyaaa,9,-7.223
699,trump,205,-4.197
700,thn,8,-7.328
701,jempol,23,-6.347
702,esmossi,13,-6.886
703,judes,11,-7.040
704,dream,6,-7.579
705,sumba,7,-7.446
706,nyangka,12,-6.960
707,ngabisin,5,-7.734
708,nikmat,10,-7.127
709,ngerasa,60,-5.414
710,turut,18,-6.581
711,suap,5,-7.734
712,kaki,6,-7.579
713,diam,35,-5.942
714,kompor,10,-7.127
715,anjeng,14,-6.817
716,stop,11,-7.040
717,beliin,7,-7.446
718,yakkk,30,-6.091
719,palevi,7,-7.446
720,content,7,-7.446
721,nenek,20,-6.481
722,gilaa,9,-7.223
723,rasa,13,-6.886
724,super,5,-7.734
725,gembel,6,-7.579
726,mntan,9,-7.223
727,ingat,11,-7.040
728,acara,10,-7.127
729,subscribe,29,-6.124
730,mbak,166,-4.407
731,gerah,8,-7.328
732,coyy,13,-6.886
733,anjink,10,-7.127
734,bayi,14,-6.817
735,nampol,6,-7.579
736,tanda,7,-7.446
737,tahun,7,-7.446
738,from,9,-7.223
739,tulen,5,-7.734
740,rasain,7,-7.446
741,sangka,5,-7.734
742,taro,6,-7.579
743,drama,5,-7.734
744,iiih,6,-7.579
745,banci,12,-6.960
746,kasus,5,-7.734
747,ajar,10,-7.127
748,privasi,6,-7.579
749,perlu,7,-7.446
750,perut,38,-5.862
751,sampe,45,-5.697
752,diomongin,5,-7.734
753,tabok,6,-7.579
754,bijak,42,-5.764
755,pribadi,7,-7.446
756,tanya,7,-7.446
757,tingkat,9,-7.223
758,congok,9,-7.223
759,ribut,13,-6.886
760,bahan,7,-7.446
761,blagu,14,-6.817
762,songong,6,-7.579
763,komentar,8,-7.328
764,mantan,11,-7.040
765,mutu,31,-6.060
766,selfie,6,-7.579
767,kotor,11,-7.040
768,balas,9,-7.223
769,bikin,10,-7.127
770,bangke,9,-7.223
771,seksual,23,-6.347
772,santun,5,-7.734
773,palsu,8,-7.328
774,artis,5,-7.734
775,bencong,69,-5.277
776,omongin,31,-6.060
777,kaum,41,-5.788
778,atuh,8,-7.328
779,mabok,7,-7.446
780,karma,14,-6.817
781,stuju,140,-4.577
782,njing,16,-6.692
783,bini,42,-5.764
784,miskin,7,-7.446
785,utami,5,-7.734
786,ganjar,5,-7.734
787,galih,21,-6.434
788,comberan,4,-7.916
789,lanang,5,-7.734
790,fairuz,4,-7.916
791,ijah,4,-7.916
792,penjara,6,-7.579
793,pasal,4,-7.916
794,ember,6,-7.579
795,mancing,5,-7.734
796,bangsat,9,-7.223
797,ngomongin,4,-7.916
798,please,17,-6.635
799,inget,8,-7.328
800,ngeblur,6,-7.579
801,njir,6,-7.579
802,otak,22,-6.390
803,hadeh,10,-7.127
804,eonni,23,-6.347
805,mampir,9,-7.223
806,ngumpul,53,-5.536
807,goblok,13,-6.886
808,perempuan,29,-6.124
809,cium,8,-7.328
810,oplas,7,-7.446
811,nahan,17,-6.635
812,kentot,23,-6.347
813,bikini,17,-6.635
814,ngebayangin,7,-7.446
815,curiga,18,-6.581
816,pindah,79,-5.143
817,tarik,14,-6.817
818,sungguh,22,-6.390
819,kantong,22,-6.390
820,wkwkkwkw,6,-7.579
821,remas,16,-6.692
822,najis,55,-5.500
823,kampung,8,-7.328
824,jelek,25,-6.267
825,buset,9,-7.223
826,dasar,17,-6.635
827,homo,9,-7.223
828,pink,12,-6.960
829,muntah,8,-7.328
830,tipis,5,-7.734
831,tolol,23,-6.347
832,kucing,20,-6.481
833,ngeliatin,5,-7.734
834,kencang,8,-7.328
835,jahat,6,-7.579
836,cupang,16,-6.692
837,mulai,8,-7.328
838,gemuk,22,-6.390
839,settingan,98,-4.930
840,gamers,24,-6.306
841,lebayy,5,-7.734
842,foto,8,-7.328
843,gituan,5,-7.734
844,bego,26,-6.230
845,subcriber,8,-7.328
846,jiji,38,-5.862
847,bodoh,6,-7.579
848,comment,7,-7.446
849,kentut,45,-5.697
850,jorok,35,-5.942
851,kasih,64,-5.351
852,bosen,23,-6.347
853,bgst,7,-7.446
854,jijik,42,-5.764
855,haters,6,-7.579
856,lawan,8,-7.328
857,lgsg,30,-6.091
858,youtuber,64,-5.351
859,liat,89,-5.026
860,busett,11,-7.040
861,jilat,6,-7.579
862,ngajak,9,-7.223
863,receh,7,-7.446
864,haaa,12,-6.960
865,sadar,7,-7.446
866,bilang,9,-7.223
867,berani,22,-6.390
868,tanboy,23,-6.347
869,pacar,8,-7.328
870,ngatain,19,-6.530
871,nafsu,6,-7.579
872,tobat,56,-5.482
873,dosa,12,-6.960
874,trending,8,-7.328
875,sampah,18,-6.581
876,buang,35,-5.942
877,malu,63,-5.366
878,indra,11,-7.040
879,anjing,12,-6.960
880,garing,8,-7.328
881,wkwkkw,17,-6.635
882,cewek,11,-7.040
883,utap,4,-7.916
884,indira,6,-7.579
885,gendut,5,-7.734
886,latuconsina,10,-7.127
887,tutup,66,-5.321
888,lanjut,7,-7.446
889,patung,10,-7.127
890,mienya,6,-7.579
891,warna,17,-6.635
892,gimana,20,-6.481
893,mulut,57,-5.465
894,laki,133,-4.628
